LANGUAGE,"English","Czech","German","Polish","Russian","French","Spanish","Italian"
STR_ACTION_SCUDLAUNCH,"Prepare Scud launch","Připravit odpálení Scudu","Scud-Start vorbereiten","Przygotowanie do wystrzelenia Scuda","Подготовиться к запуску ракет","Préparer lancement Scud","Preparar lanzar Scud","Prepara lancio Scud"
STR_ACTION_SCUDCANCEL,"Cancel Scud launch","Zrušit odpálení Scudu","Scud-Start abbrechen","Anuluj wystrzelenie Scuda","Отменить запуск ракет","Annuler lancement Scud","Cancelar lanzar Scud","Annulla lancio Scud"
STR_ACTION_SCUDSTART,"Launch Scud","Odpálit Scudu","Scud abfeuern","Wystrzel Scuda","Запустить ракеты","Lancer Scud","Lanzar Scud","Lancia Scud"
STR_ACTION_SET_TIMER,"Set timer +%1 sec. (%2 remaining)","Nastav časovač +%1 vteřin (%2 zbývá)","Zünder auf +%1 Sek. stellen. (noch %2)","Ustaw zapalnik +%1 sek. (%2 pozostaje)","Установить таймер +%1 сек. (осталось %2)","Régler minuterie +%1 sec (%2 rest.)","Preparar temporizador +%1 s. (Quedan %2)","Imposta timer +%1 sec (%2 rim.)"
STR_ACTION_SITDOWN,"Sit down","Sednout si","Hinsetzen","Usiądź","Сесть","S'asseoir","Sentarse","Siediti"
STR_ACTION_START_TIMER,"Set timer on (%1 seconds)","Nastav časovač na (%1 vteřin)","Zünder auf (%1 Sekunden) setzen","Włącz zapalnik (%1 sekund)","Установить таймер (%1 секунд)","Régler minuterie sur (%1 sec)","Activar temporizador (%1 segundos)","Imposta timer su (%1 sec)"
STR_ACTION_STROKEFIST,"Strike with fist","Udeř pěstí","Mit Faust zuschlagen","Uderz pięścią","Ударить кулаком","Frapper du poing","Atacar con el puño","Colpisci col pugno"
STR_ACTION_STROKEGUN,"Strike with weapon","Udeř zbraní","Mit Waffe zuschlagen","Uderz bronią","Ударить прикладом","Frapper avec arme","Atacar con arma","Colpisci con arma"
STR_ACTION_TAKEFLAG,"Take Flag","Seber vlajku","Fahne nehmen","Weź flagę","Взять флаг","Prendre drapeau","Tomar bandera","Prendi la bandiera"
STR_ACTION_TAKEMAGAZINE,"Take %1%2","Vezmi %1%2","%1 %2 nehmen","Weź %1%2","Взять %1%2","Prendre %1%2","Tomar %1%2","Prendi %1%2"
STR_ACTION_TAKEOFF_GOGGLES,"Take off NV goggles","Sundat NV brýle","Nachtsichtbrille absetzen","Zdejmij gogle noktowizyjne","Снять прибор ночного видения","Enlever JVN","Quitarse sistema de visión nocturna","Togliti occhiali VN"
STR_ACTION_TAKEON_GOGGLES,"Put on NV goggles","Nasadit NV brýle","Nachtsichtbrille aufsetzen","Włóż gogle noktowizyjne","Надеть прибор ночного видения","Mettre JVN","Ponerse sistema de visión nocturna","Mettiti occhiali VN"
STR_ACTION_TAKEWEAPON,"Take %1%2","Vezmi %1%2","%1%2 nehmen","Weź %1%2","Взять %1%2","Prendre %1%2","Tomar %1%2","Prendi %1%2"
STR_ACTION_TAKE_MINE,"Take mine","Vezmi minu","Mine nehmen","Weź minę","Взять мину","Prendre mine","Coger mina","Prendi mina"
STR_ACTION_TOUCH_OFF,"Touch Off %1 bomb(s)","Odpálit %1 nálož(e)","%1 Bombe(n) zünden","Zdetonuj %1 bombę(y)","Взорвать бомбы: %1","Déclencher %1 bombe(s)","Detonar %1 bomba(s)","Innesca bombe: %1"
STR_ACTION_TO_CARGO,"To back seat","Na pozici vzadu","Zum Rücksitz","Siedzenie pasażera","На заднее сиденье","Vers place arrière","Al asiento trasero","Sul sedile posteriore"
STR_ACTION_TO_COMMANDER,"To commander's seat","Na pozici velitele","Zum Sitz des Kommandanten","Stanowisko dowódcy","На место командира","Vers place chef de bord","Al asiento del oficial al mando","Al posto del comandante"
STR_ACTION_TO_DRIVER,"To driver's seat","Na pozici řidice","Zum Sitz des Fahrers","Na stanowisko kierowcy","На место водителя","Vers place conducteur","Al asiento del conductor","Al posto del guidatore"
STR_ACTION_TO_GUNNER,"To gunner's seat","Na pozici střelce","Zum Sitz des Schützen","Na stanowisko strzelca","На место стрелка","Vers place tireur","Al asiento del artillero","Al posto dell’artigliere"
STR_ACTION_TO_PILOT,"To pilot's seat","Na pozici pilota","Zum Sitz des Piloten","Na stanowisko pilota","На место пилота","Vers place pilote","Al asiento del piloto","Al posto del pilota"
STR_ACTION_TURNIN,"Turn in","Zalézt","Luke schließen","Zbliżenie","Забраться внутрь","Rentrer","Meterse","Rientra"
STR_ACTION_TURNOUT,"Turn out","Vylézt","Luke öffnen","Oddalenie","Вылезти","S'exposer","Asomarse","Sporgiti"
STR_ACTION_WEAPON,"Weapon %1","Zbraň %1","Waffe %1","Broń %1","Оружие %1","Arme %1","Arma %1","Arma %1"
STR_ACTION_WEAPONINHAND,"%1 in hand","%1 do ruky","%1 in der Hand","%1 w ręku","%1 в руки","%1 en main","%1 en la mano","%1 in mano"
STR_ACTION_WEAPONONBACK,"%1 on back","%1 na záda","%1 auf dem Rücken","%1 na plecach","%1 на спину","%1 sur le dos","%1 espalda","%1 riposta"
STR_ACTION_ASK,"Talk to %1","Promluv s %1","Mit %1 sprechen","Porozmawiaj z %1","Поговорить с %1","Parler à %1","Hablar con %1","Parla con %1"
STR_NUM_MAGAZINES,"%s (%d pcs.)","%s (%d pcs.)","%s (%d Stk.)","%s (%d szt.)","%s (%2 шт.)","%s (%d p.)","%s (%d pzs.)","%s (%d pez.)"
STR_USRACT_GROUP_BULDOZER,"Buldozer controls","Ovládání buldozeru","Steuerung (Bulldozer)","Sterowanie buldożerem","Управление бульдозером в редакторе","Commandes Bulldozer","Controles del buldózer","Comandi Buldozer"
STR_USRACT_GROUP_FLYING,"Aircraft controls","Ovládání letadel","Steuerung (Flug)","Sterowanie samolotem","Управление возд. судном/чайкой","Commandes aéronef","Controles aéreos","Comandi aeromobile"
STR_USRACT_GROUP_VEHICLE,"Vehicle controls","Ovládání vozidel","Steuerung (Fahrzeug)","Sterowanie pojazdem","Управление машиной","Commandes véhicule","Controles del vehículo","Comandi veicolo"
STR_USRACT_GROUP_INFANTRY,"Infantry controls","Ovládání pěšáka","Steuerung (Infanterie)","Sterowanie piechotą","Управление пехотой","Commandes infanterie","Controles de infantería","Comandi fanteria"
STR_USRACT_GROUP_ALL,"All controls","Všechna ovládání","Steuerung (Gesamt)","Sterowanie","Все управление","Toutes commandes","Todos los controles","Tutti i comandi"
STR_USRACT_MOVE_FORWARD,"Move forward","Pohyb vpřed","Vorwärts bewegen","Do przodu","Двигаться вперед","Avancer","Movimiento hacia delante","Movimento in avanti"
STR_USRACT_MOVE_BACK,"Move back","Pohyb zpět","Rückwärts bewegen","Do tyłu","Двигаться назад","Reculer","Movimiento hacia atrás","Movimento indietro"
STR_USRACT_TURN_LEFT,"Strafe left","Posun doleva","Seitschritt links","Krok w lewo","Сместиться влево","Pas latéral G","Esquivar izquierda","Passo laterale a sinistra"
STR_USRACT_TURN_RIGHT,"Strafe right","Posun doprava","Seitschritt rechts","Krok w prawo","Сместиться вправо","Pas latéral D","Esquivar derecha","Passo laterale a destra"
STR_USRACT_MOVE_UP,"Up","Nahoru","Aufstehen","Góra","Вверх","Debout","Arriba","Su"
STR_USRACT_MOVE_DOWN,"Go prone","Zalehnout","Hinlegen","Padnij","Залечь","Se coucher","Tumbado","A terra"
STR_USRACT_FAST_FORWARD,"Fast forward","Rychle vpřed","Schnell vorwärts","Szybko do przodu","Бег вперед","Avant rapide","Avance rápido","Avanti veloce"
STR_USRACT_SLOW_FORWARD,"Slow forward","Pomalu vpřed","Langsam vorwärts","Powoli do przodu","Шаг вперед","Avant lent","Avance lento","Avanti lento"
STR_USRACT_MOVE_LEFT,"Turn left","Otočení doleva","Nach links wenden","Skręt w lewo","Повернуться влево","Tourner à G","Girar a la izquierda","Gira a sinistra"
STR_USRACT_MOVE_RIGHT,"Turn right","Otočení doprava","Nach rechts wenden","Skręt w prawo","Повернуться вправо","Tourner à D","Girar a la derecha","Gira a destra"
STR_USRACT_EVASIVE_FORWARD,"Evasive forward","Rychle dopředu","Ausweichen: vorwärts","Do przodu z unikiem","Перебежками вперед","Man. évasive avant","Evasiva avance","Schivata in avanti"
STR_USRACT_EVASIVE_LEFT,"Evasive left","Úhyb doleva","Ausweichen: links","W lewo z unikiem","Перебежками влево","Man. évasive G","Evasiva izquierda","Schivata a sinistra"
STR_USRACT_EVASIVE_RIGHT,"Evasive right","Úhyb doprava","Ausweichen: rechts","W prawo z unikiem","Перебежками вправо","Man. évasive D","Evasiva derecha","Schivata a destra"
STR_USRACT_EVASIVE_BACK,"Evasive back","Rychle dozadu","Ausweichen: rückwärts","Do tyłu z unikiem","Перебежками назад","Man. évasive arr.","Evasiva atrás","Schivata indietro"
STR_USRACT_STAND,"Stand up","Vstát","Aufstehen","Powstanie","Встать","Se relever","Levantarse","Alzati"
STR_USRACT_CROUCH,"Crouch","Přikrčit","Hinknien","Kucnięcie","Присесть","S'accroupir","Agacharse","Abbassati"
STR_USRACT_PRONE,"Prone","Zalehnout","Hinlegen","Na ziemię","Лечь","Se coucher","Tumbado","A terra"
STR_USRACT_TOGGLE_WEAPONS,"Toggle weapons","Přepnout zbraně","Waffenmodus wechseln","Przeglądanie broni","Переключить оружие","Changer modes tir/grenades","Intercambiar armas","Scorri tra le armi"
STR_USRACT_SWITCH_WEAPON,"Switch weapon","Přepnout zbraň","Waffe wechseln","Zmiana broni","Сменить оружие","Changer d'arme","Cambiar de arma","Cambia arma"
STR_USRACT_DEFAULT_ACTION,"Fire","Pálit","Schießen","Strzał","Огонь","Tirer","Disparar","Spara"
STR_USRACT_FIRE,"Command Fire","Pálit","Feuerbefehl","Strzał","Команда 'Огонь""","Ordonner tir","Orden de fuego","Ordine di sparare"
STR_USRACT_RELOAD_MAGAZINE,"Reload","Dobít","Nachladen","Przeładowanie","Перезарядить","Recharger","Recargar","Ricarica"
STR_USRACT_LOCK_TARGETS,"Next target","Další cíl","Nächstes Ziel","Kolejny cel","Следующая цель","Cible suiv.","Siguiente objetivo","Obiettivo succ."
STR_USRACT_LOCK_TARGET,"Lock target","Zaměřit cíl","Ziel anvisieren","Namierz cel","Захват цели","Verrouiller cible","Fijar objetivo","Aggancia obiettivo"
STR_USRACT_REVEAL_TARGET,"Reveal target","Prozradit cíl","Ziel melden","Pokaż cel","Открыть цель","Révéler cible","Desvelar objetivo","Rivela obiettivo"
STR_USRACT_TEMP_RAISE_WEAPON,"Raise weapon","Zdvihnout zbraň","Waffe heben","Podnieś broń","Поднять оружие","Lever arme","Subir arma","Alza arma"
STR_USRACT_TOGGLE_RAISE_WEAPON,"Toggle raise weapon","Přepnout zdvihnutí zbraňe","Waffe heben/senken","Przełącz podniesioną broń","Переключить оружие","Lever/abaisser arme","Cambiar subir arma","Alza/abbassa arma"
STR_USRACT_PREV_ACTION,"Previous","Předchozí","Zurück","Poprzedni","Назад","Préc.","Anterior","Prec."
STR_USRACT_NEXT_ACTION,"Next","Další","Weiter","Następny","Вперед","Suiv.","Siguiente","Succ."
STR_USRACT_ACTION,"Perform action","Provést akci","Aktion ausführen","Wykonaj akcję","Выполнить действие","Exécuter action","Realizar acción","Esegui azione"
STR_USRACT_HEADLIGHTS,"Headlights on/off","Rozsvítit / zhasnout světla","Scheinwerfer ein/aus","Światła wł./wył.","Фары вкл./выкл.","Phares oui/non","Encender/apagar luces posición","Luci anteriori sì/no"
STR_USRACT_NIGHT_VISION,"Night vision","Noční vidění","Nachtsichtgerät","Noktowizja","Ночное видение","Vision nocturne","Visión nocturna","Visione notturna"
STR_USRACT_BINOCULAR,"Binoculars","Dalekohled","Fernglas","Lornetka","Бинокль","Jumelles","Prismáticos","Binocolo"
STR_USRACT_HANDGUN,"Switch gun / handgun","Přepnout pušku / pistoli","Waffe/Handfeuerwaffe wechseln","Zmiana broni / broń ręczna","Переключить - оружие/пистолет","Changer arme/arme de poing","Cambiar pistola / pistola de mano","Cambia arma/pistola"
STR_USRACT_COMPASS,"Compass","Kompas","Kompass","Kompas","Компас","Boussole","Brújula","Bussola"
STR_USRACT_COMPASS_TOGGLE,"Compass (Toggle)","Kompas (trvale)","Kompass (umschalten)","Kompas (Wł./Wył.)","Компасс","Boussole (bascule)","Brújula (cambiar)","Bussola (cambia)"
STR_USRACT_WATCH,"Watch","Hodinky","Uhr","Zegarek","Часы","Horloge","Reloj","Orologio"
STR_USRACT_WATCH_TOGGLE,"Watch (Toggle)","Hodinky (trvale)","Uhr (umschalten)","Zegarek (Wł./Wył.)","Часы","Horloge (bascule)","Reloj (cambiar)","Orologio (cambia)"
STR_USRACT_GPS,"GPS","GPS","GPS","GPS","GPS","GPS","GPS","GPS"
STR_USRACT_GPS_TOGGLE,"GPS (Toggle)","GPS(trvale)","GPS (umschalten)","GPS (Wł./Wył.)","GPS","GPS (bascule)","GPS (cambiar)","GPS (cambia)"
STR_USRACT_SHOW_MAP,"Map","Mapa","Karte","Mapa","Карта","Carte","Mapa","Mappa"
STR_USRACT_HIDE_MAP,"Hide Map","Skrýt mapu","Karte wegstecken","Ukryj mapę","Убрать карту","Masquer carte","Ocultar mapa","Nascondi mappa"
STR_USRACT_HELP,"Last help","Poslední nápověda","Letzten Tipp anzeigen","Ostatnia pomoc","Последняя помощь","Dernière aide","Última ayuda","Ultimo aiuto"
STR_USRACT_TIME_INC,"Time acceleration","Zrychlit simulaci","Zeit beschleunigen","Przyspieszenie czasu","Ускорение времени","Accél. temporelle","Aceleración de tiempo","Acceleraz. temporale"
STR_USRACT_TIME_DEC,"Time deceleration","Zpomalit simulaci","Zeit verlangsamen","Spowolnienie czasu","Замедление времени","Décél. temporelle","Reducción de tiempo","Deceleraz. temporale"
STR_USRACT_OPTICS,"Optics","Optika","Visier","Optyka","Оптика","Visée","Efecto óptico","Ottica"
STR_USRACT_PERSON_VIEW,"Toggle view","Přepnout zobrazení","Sicht umschalten","Zmień widok","Переключить вид","Basculer vue","Cambiar vista","Cambia visuale"
STR_USRACT_TACTICAL_VIEW,"Tactical view","Taktický pohled","Taktische Sicht","Widok taktyczny","Тактический вид","Vue tactique","Vista táctica","Visuale tattica"
STR_USRACT_ZOOM_CONT,"Zoom in/out","Zoom +/-","Heran-/Wegzoomen","Zbliżenie/oddalenie","Приближение/отдаление","Zoom av./arr.","Acercar/alejar","Zoom avanti/indietro"
STR_USRACT_ZOOM_IN,"Zoom in","Zoom +","Heranzoomen","Zbliżenie","Приблизить","Zoom avant","Acercar","Zoom avanti"
STR_USRACT_ZOOM_OUT,"Zoom out","Zoom -","Wegzoomen","Oddalenie","Отдалить","Zoom arr.","Alejar","Zoom indietro"
STR_USRACT_LOCK_OR_ZOOM,"Lock or Zoom","Zamknout nebo zoom","Ziel erfassen/Zoomen","Namierz lub Zbliż","Захват или приближение","Verrouillage ou zoom","Fijar o zoom","Aggancia o zoom"
STR_USRACT_LOOK_ARROUND,"Look","Pohled","Freie Sicht","Rozejrzyj się","Обзор","Regard","Mirar","Guarda"
STR_USRACT_LOOK_ARROUND_TOGGLE,"Freelook","Volný pohled","Freie Sicht (umschalten)","Swobodne rozglądanie","Свободный обзор","Regard libre","Vista libre","Sguardo libero"
STR_USRACT_LOOK_LEFT_DOWN,"Look left down","Pohled vlevo dolů","Nach links unten schauen","Spójrz w lewo i w dół","Обзор влево-вниз","Regard bas G","Mirar izquierda abajo","Guarda giù a sinistra"
STR_USRACT_LOOK_DOWN,"Look down","Pohled dolů","Nach unten schauen","Spójrz w dół","Обзор вниз","Regard bas","Mirar abajo","Guarda giù"
STR_USRACT_LOOK_DOWN_CONT,"Look down (Analog)","Pohled dolů (analogová páčka)","Nach unten schauen (Analog)","Spójrz w dół (Analogowy)","Обзор вниз (аналог.)","Regard bas (analog.)","Mirar abajo (analógico)","Guarda giù (analog.)"
STR_USRACT_LOOK_RIGHT_DOWN,"Look right down","Pohled vpravo dolů","Nach rechts unten schauen","Spójrz w prawo i na dół","Обзор вправо-вниз","Regard bas D","Mirar derecha abajo","Guarda giù a destra"
STR_USRACT_LOOK_LEFT,"Look left","Pohled vlevo","Nach links schauen","Spójrz w lewo","Обзор влево","Regard G","Mirar izquierda","Guarda a sinistra"
STR_USRACT_LOOK_LEFT_CONT,"Look left (Analog)","Pohled vlevo (analogová páčka)","Nach links schauen (Analog)","Spójrz w lewo (Analogowy)","Обзор влево (аналог.)","Regard G (analog.)","Mirar izquierda (analógico)","Guarda a sinistra (analog.)"
STR_USRACT_LOOK_CENTER,"Center look","Vystředit pohled","Blick zentrieren","Wyśrodkuj widok","Центрировать","Centrer regard","Mirar centro","Centra sguardo"
STR_USRACT_LOOK_RIGHT,"Look right","Pohled vpravo","Nach rechts schauen","Spójrz w prawo","Обзор вправо","Regard D","Mirar derecha","Guarda a destra"
STR_USRACT_LOOK_RIGHT_CONT,"Look right (Analog)","Pohled vpravo (analogová páčka)","Nach rechts schauen (Analog)","Spójrz w prawo (Analogowy)","Обзор вправо (аналог.)","Regard D (analog.)","Mirar derecha (analógico)","Guarda a destra (analog.)"
STR_USRACT_LOOK_LEFT_UP,"Look left up","Pohled vlevo nahoru","Nach links oben schauen","Spójrz w lewo i w górę","Обзор влево-вверх","Regard haut G","Mirar izquierda arriba","Guarda su a sinistra"
STR_USRACT_LOOK_UP,"Look up","Pohled nahoru","Nach oben schauen","Spójrz w górę","Обзор вверх","Regard haut","Mirar arriba","Guarda su"
STR_USRACT_LOOK_UP_CONT,"Look up (Analog)","Pohled nahoru (analogová páčka)","Nach oben schauen (Analog)","Spójrz w górę (Analogowy)","Обзор вверх (аналог.)","Regard haut (analog.)","Mirar arriba (analógico)","Guarda su (analog.)"
STR_USRACT_LOOK_RIGHT_UP,"Look right up","Pohled vpravo nahoru","Nach rechts oben schauen","Spójrz w prawo i w górę","Обзор вправо-вверх","Regard haut D","Mirar derecha arriba","Guarda su a destra"
STR_USRACT_LEAN_LEFT,"Lean left","Vyklonění doleva","Nach links lehnen","Wychylenie w lewo","Наклон влево","Inclinaison G","Inclinarse a la izquierda","Inclinati a sinistra"
STR_USRACT_LEAN_RIGHT,"Lean right","Vyklonění doprava","Nach rechts lehnen","Wychylenie w prawo","Наклон вправо","Inclinaison D","Inclinarse a la derecha","Inclinati a destra"
STR_USRACT_VEHICLE_TURBO,"Vehicle Turbo","Turbo","Fahrzeugturbo","Turbo w pojeździe","Турбо-режим двигателя","Turbo véhicule","Turbo del vehículo","Turbo veicolo"
STR_USRACT_HOLD_BREATH,"Hold Breath","Zadržet dech","Luft anhalten","Wstrzymanie oddechu","Задержать дыхание","Retenir respir.","Mantener respiración","Trattieni il fiato"
STR_USRACT_PREV_CHANNEL,"Previous channel","Předchozí kanál","Vorheriger Kanal","Poprzedni kanał","Предыдущий канал","Canal préc.","Canal anterior","Canale prec."
STR_USRACT_NEXT_CHANNEL,"Next channel","Další kanál","Nächster Kanal","Następny kanał","Следующий канал","Canal suiv.","Canal siguiente","Canale succ."
STR_USRACT_CHAT,"Chat","Konverzace","Chat","Czat","Чат","Discussion","Charlar","Parla"
STR_USRACT_VOICE_OVER_NET,"Voice Over Net","Mluvení přes síť","Voice Over Net","Rozmowa przez internet","Разговор по сети","Voix sur réseau","Red de doblaje","Voce in rete"
