LANGUAGE,"Czech","Polish"
STR_SENT_BEHAVIOUR_SAFE_1,"%1, POHOV","%1, SPOCZNIJ!"
STR_SENT_BEHAVIOUR_AWARE_1,"%1, D¡VEJTE POZOR","%1, B•Dè CZUJNY"
STR_SENT_BEHAVIOUR_COMBAT_1,"%1, NEBEZPE»Õ","%1, NIEBEZPIECZE—STWO"
STR_SENT_BEHAVIOUR_STEALTH_1,"%1, NEN¡PADNÃ","%1, UKRADKIEM"
STR_SENT_OPEN_FIRE_1,"%1.1, STÿÕLET DLE LIBOSTI","%1.1, STRZELAJ DO WOLI"
STR_SENT_OPEN_FIRE_2,"%1.1, STÿELBA POVOLENA","%1.1, MOØNA STRZELA∆"
STR_SENT_OPEN_FIRE_IN_COMBAT_1,"%1.1, JEDU, JEDU, JEDU!","%1.1, NAPRZ”D, NAPRZ”D, NAPRZ”D!"
STR_SENT_HOLD_FIRE_1,"%1.1, NESTÿÕLET","%1.1, NIE STRZELA∆"
STR_SENT_HOLD_FIRE_IN_COMBAT_1,"%1.1, ZASTAVIT PALBU","%1.1, WSTRZYMA∆ OGIE—"
STR_SENT_HOLD_FIRE_IN_COMBAT_2,"%1.1, NESTÿÕLEJTE","%1.1, NIE STRZELA∆"
STR_SENT_CEASE_FIRE_INSIDE_GROUP_1,"%1.1, NESTÿÕLEJTE","%1.1, WSTRZYMA∆ OGIE—"
STR_SENT_CEASE_FIRE_1,"%1 %2.1, ZASTAVIT PALBU","%1 %2.1, WSTRZYMA∆ OGIE—"
STR_SENT_LOOSE_FORMATION_1,"%1.1, ⁄TO»TE DLE LIBOSTI","%1.1, ATAKOWA∆ DO WOLI"
STR_SENT_KEEP_FORMATION_1,"%1.1, ST¡HNÃTE SE","%1.1, NIE ATAKOWA∆"
STR_SENT_UNIT_POS_DOWN_1,"%1.1, K ZEMI","%1.1, NA ZIEMI "
STR_SENT_UNIT_POS_DOWN_2,"%1.1, ZALEHNOUT","%1.1, PADNIJ!"
STR_SENT_UNIT_POS_DOWN_3,"%1.1, NA ZEM","%1.1, GLEBA!"
STR_SENT_UNIT_POS_UP_1,"%1.1, VZTYK","%1.1, POWSTA—"
STR_SENT_UNIT_POS_AUTO_1,"%1.1, KRYJTE SE","%1.1, KRY∆ SI "
STR_SENT_FORM_POS_ADVANCE_1,"%1.1, KUPÿEDU","%1.1, MARSZ"
STR_SENT_FORM_POS_STAY_BACK_1,"%1.1, DRéTE SE ZP¡TKY","%1.1, ZOSTA∆ Z TY£U"
STR_SENT_FORM_POS_FLANK_LEFT_1,"%1.1, ODDÃLIT VLEVO","%1.1, OBEJDè Z LEWEJ"
STR_SENT_FORM_POS_FLANK_RIGHT_1,"%1.1, ODDÃLIT VPRAVO","%1.1, OBEJDè Z PRAWEJ"
STR_SENT_REPORT_STATUS_1,"%1.1, HLAäTE SE","%1.1, DO MELDUNKU"
STR_SENT_TEAM_1,"%1.1 JE %2","%1.1 JEST %2"
STR_SENT_WATCH_TGT_1,"%1.1, NEZPUSçTE Z O»Õ - %2","%1.1, OBSERWUJ %2"
STR_SENT_WATCH_DIR_1,"%1.1, SLEDUJTE - %2","%1.1, OBSERWUJ %2"
STR_SENT_WATCH_POS_1,"%1.1, POZORUJTE - %2","%1.1, OBSERWUJ %2"
STR_SENT_WATCH_AROUND_1,"%1.1, MÃJTE O»I NA STOPK¡CH","%1.1, OBSERWUJ OKOLIC "
STR_SENT_NO_TARGET_1,"%1.1, é¡DN› CÕL","%1.1, BRAK CELU"
STR_SENT_TARGET_1,"%1, ZAMÕÿIT - %2","%1, CEL %2"
STR_SENT_ENGAGE_1,"%1, ⁄TO»IT - %2","%1, ATAKOWA∆ %2"
STR_SENT_FIRE_1,"%1, SEJMOUT - %2","%1, OSTRZELA∆ %2"
STR_SENT_ENGAGE_NO_TARGET_1,"%1, ZAŸTO»IT","%1, ATAKOWA∆"
STR_SENT_FIRE_NO_TARGET_1,"%1, PAL","%1, OGNIA"
STR_SENT_CMD_MOVE_1,"%1.1, PÿESUN NA %2 %3","%1.1, RUSZAJ DO %2 %3"
STR_SENT_CMD_MOVE_2,"%1.1, POHYB NA %2 %3","%1.1, IDè DO %2 %3"
STR_SENT_CMD_MOVE_FAR_1,"%1.1, PÿESUN - %2","%1.1, RUSZAJ DO %2"
STR_SENT_CMD_MOVE_FAR_2,"%1.1, VPÿED - %2","%1.1, IDè DO %2"
STR_SENT_CMD_MOVE_TO_1,"%1.1, PÿESUN - %2 %3","%1.1, RUSZAJ DO %2 %3"
STR_SENT_CMD_MOVE_TO_2,"%1.1, POHYB - %2 %3","%1.1, IDè DO %2 %3"
STR_SENT_CMD_MOVE_NEAR_1,"%1.1, PÿESUN - SMÃR %2 %3","%1.1, RUSZAJ DO %2 %3"
STR_SENT_CMD_HEAL_1,"%1.1, JDI K ZDRAVOTNÕKOVI - POZICE %2 %3","%1.1, DO LEKARZA NA %2 %3"
STR_SENT_CMD_HEAL_FAR_1,"%1.1, ZDRAVOTNÕK JE NA %2","%1.1, DO LEKARZA NA %2"
STR_SENT_CMD_HEAL_AT_1,"%1.1, POHYB NA POZICI %2 %3","%1.1, IDè DO %2 %3"
STR_SENT_CMD_REPAIR_1,"%1.1, OPRAVIT SE -  %2 %3","%1.1, DO NAPRAWY NA %2 %3"
STR_SENT_CMD_REPAIR_FAR_1,"%1.1, OPRAVIT SE NA POZICI %2","%1.1, DO NAPRAWY NA %2"
STR_SENT_CMD_REPAIR_AT_1,"%1.1, PROV…ST OPRAVU - %2 %3","%1.1, DO NAPRAWY NA %2 %3"
STR_SENT_CMD_REFUEL_1,"%1.1, DOPLNIT PALIVO - %2 %3","%1.1, ZATANKUJ NA %2 %3"
STR_SENT_CMD_REFUEL_FAR_1,"%1.1, DOPLNIT PALIVO NA POZICI %2","%1.1, ZATANKUJ NA %2"
STR_SENT_CMD_REFUEL_AT_1,"%1.1, DOPLNIT PALIVO - %2 %3","%1.1, ZATANKUJ NA %2 %3"
STR_SENT_CMD_REARM_1,"%1.1, DOPLNIT MUNICI - %2 %3","%1.1, WEè AMUNICJ  Z %2 %3"
STR_SENT_CMD_REARM_FAR_1,"%1.1, DOPLNIT MUNICI NA POZICI %2","%1.1, WEè AMUNICJ  Z %2"
STR_SENT_CMD_REARM_AT_1,"%1.1, DOPLNIT - %3","%1.1, WEè AMUNICJ  Z %3"
STR_SENT_CMD_SUPPORT_1,"%1.1, PODPORA - %2 %3","%1.1, WSPARCIE NA %2 %3"
STR_SENT_CMD_SUPPORT_FAR_1,"%1.1, PODPORA - %2","%1.1, WSPARCIE NA %2"
STR_SENT_CMD_SUPPORT_AT_1,"%1.1, PODPOÿTE %2 NA %3","%1.1, WSPARCIE NA %2 %3"
STR_SENT_CMD_TAKE_WEAPON_FAR_1,"%1.1, VZÕT ZBRA“ - %2","%1.1, WEè BRO— OD %2"
STR_SENT_CMD_TAKE_WEAPON_AT_1,"%1.1, VZÕT ZBRA“ - %2 %3","%1.1, WEè BRO— OD %2 %3"
STR_SENT_CMD_TAKE_MAGAZINE_1,"%1.1, VZÕT MUNICI - %2 %3","%1.1, WEè MAGAZYNEK OD %2 %3"
STR_SENT_CMD_TAKE_MAGAZINE_FAR_1,"%1.1, VZÕT MUNICI - %2","%1.1, WEè MAGAZYNEK OD %2"
STR_SENT_CMD_TAKE_MAGAZINE_AT_1,"%1.1, VZÕT MUNICI  - %2 %3","%1.1, WEè MAGAZYNEK OD %2 %3"
STR_SENT_CMD_ACTION_1,"%1.1, %2 - %3 %4","%1.1, %2 NA %3 %4"
STR_SENT_CMD_ACTION_FAR_1,"%1.1, %2 - %3","%1.1, %2 NA %3"
STR_SENT_CMD_ACTION_AT_1,"%1.1, %2 - %3 %4","%1.1, %2 NA %3 %4"
STR_SENT_CMD_FOLLOW_ME_1,"%1.1, ZP¡TKY DO FORMACE","%1.1, POWR”T DO SZYKU"
STR_SENT_CMD_FOLLOW_ME_2,"%1.1, ZAPADNÃTE DO FORMACE","%1.1, WR”∆ DO SZYKU"
STR_SENT_CMD_FOLLOW_1,"%1.1, N¡SLEDUJTE - %2.1","%1.1, ZA %2.1"
STR_SENT_CMD_ATTACK_1,"%1.1, ⁄TO»IT - %2","%1.1, ATAKUJ %2"
STR_SENT_CMD_ATTACK_NO_TARGET_1,"%1.1, ⁄TOK","%1.1, ATAKUJ"
STR_SENT_CMD_FIRE_1,"%1.1, PALTE - %2","%1.1, STRZELAJ DO %2"
STR_SENT_CMD_GETIN_1,"%1.1, NASTUPTE  - %2","%1.1, WSI•å∆ DO %2"
STR_SENT_CMD_GETIN_COMMANDER_1,"%1.1, N¡STUP - %2, JAKO VELITEL","%1.1, DOW”DCA, WSI•å∆ DO %2"
STR_SENT_CMD_GETIN_DRIVER_1,"%1.1, N¡STUP - %2, JAKO ÿIDI»","%1.1, KIEROWCA, WSI•å∆ DO %2"
STR_SENT_CMD_GETIN_PILOT_1,"%1.1, N¡STUP - %2, JAKO PILOT","%1.1, PILOT, WSI•å∆ DO %2"
STR_SENT_CMD_GETIN_GUNNER_1,"%1.1, N¡STUP - %2, JAKO STÿELEC","%1.1, STRZELEC, WSI•å∆ DO %2"
STR_SENT_CMD_GETIN_CARGO_1,"%1.1, NASTOUPIT -  %2","%1.1, NA POK£AD %2"
STR_SENT_CMD_GETOUT_1,"%1.1, VYSTUPOVAT","%1.1, WYSI•å∆"
STR_SENT_CMD_STOP_1,"%1.1, ST¡T","%1.1, STA∆"
STR_SENT_CMD_EXPECT_1,"%1.1, »EKAT","%1.1, CZEKAJ NA MNIE"
STR_SENT_CMD_HIDE_1,"%1.1, DO ⁄KRYTU","%1.1, KRYJ SI "
STR_SENT_NOTIFY_ATTACK_1,"⁄TO»ÕM","ATAKUJ "
STR_SENT_NOTIFY_SUPPORT_1,"PODPORUJU","UDZIELAM WSPARCIA"
STR_SENT_CONFIRM_PRIVATE_1,"ROZUMÕM","ROZUMIEM"
STR_SENT_CONFIRM_MOVE_1,"PROVEDU","W PORZ•DKU"
STR_SENT_CONFIRM_MOVE_2,"PÿESOUV¡M SE","JAD "
STR_SENT_CONFIRM_MOVE_3,"JSEM NA CESTÃ","ROZKAZ"
STR_SENT_CONFIRM_ATTACK_1,"JDU PO NÃM","JAD  DO NIEGO"
STR_SENT_CONFIRM_ATTACK_2,"PROVEDU","W PORZ•DKU"
STR_SENT_CONFIRM_ATTACK_3,"DLE ROZKAZU","W DRODZE"
STR_SENT_CONFIRM_OTHER_1,"PROVEDU","W PORZ•DKU"
STR_SENT_VEHICLE_MOVE_1,"PÿESUN - %1 %2","RUSZAJ DO %1 %2"
STR_SENT_VEHICLE_MOVE_2,"POHYB - %1 %2","ZAJMIJ POZYCJ  %1 %2"
STR_SENT_VEHICLE_JOIN_1,"DODRéUJTE FORMACI","TRZYMAJ SI  SZYKU"
STR_SENT_VEHICLE_FIRE_1,"ZA⁄TO»IT - %1","STRZELAJ DO %1"
STR_SENT_VEHICLE_TARGET_1,"ZAMÕÿIT - %1","CEL %1"
STR_SENT_VEHICLE_NO_TARGET_1,"ZRUäIT MÕÿENÕ","NIE MA CELU"
STR_SENT_VEHICLE_CEASE_FIRE_1,"NESTÿÕLET","WSTRZYMA∆ OGIE—"
STR_SENT_VEHICLE_FORWARD_1,"KUPÿEDU","NAPRZ”D"
STR_SENT_VEHICLE_STOP_1,"ZASTAVIT","STA∆"
STR_SENT_VEHICLE_BACKWARD_1,"ZP¡TKY","WSTECZNY"
STR_SENT_VEHICLE_FASTER_1,"RYCHLE","SZYBKO"
STR_SENT_VEHICLE_SLOWER_1,"POMALU","WOLNO"
STR_SENT_VEHICLE_LEFT_1,"DOLEVA","W LEWO"
STR_SENT_VEHICLE_RIGHT_1,"DOPRAVA","W PRAWO"
STR_SENT_VEHICLE_DIRECT_FIRE_1,"PAL","OGNIA"
STR_SENT_VEHICLE_LOAD_1,"%1","%1"
STR_SENT_VEHICLE_AZIMUT_1,"%1","%1"
STR_SENT_VEHICLE_FIRE_FAILED_1,"NEMŸéU","NIE MOG "
STR_SENT_VEHICLE_FIRE_FAILED_2,"NEMŸéU STÿÕLET","NIE MOG  STRZELA∆"

COMMENT,"Config","Konfig."
STR_CFG_GLASSES_NONE,"é·dnÈ","Øadne"
STR_CFG_GLASSES_SPECTACLES,"DioptrickÈ","Optyczne"
STR_CFG_GLASSES_SUNGLASSES,"SluneËnÌ","S≥oneczne"
STR_CFG_FACES_DEFAULT,"StandardnÌ obliËej","Domyúlne oblicze"
STR_CFG_FACES_CUSTOM,"Voliteln˝ obliËej","Dowolne oblicze"
STR_CFG_HQ_BASE,"Z·kladna","Baza"
STR_CFG_HQ_HQ,"VelitelstvÌ","DowÛdztwo"
STR_CFG_PAPABEAR,"T¡TA MEDVÃD","PAPA NIEDèWIEDè"
STR_CFG_FIREFLYBASE,"BLUœI»KA","BAZA FIREFLY"


STR_CFG_SFX_CA_AK,"OkolÌ - AK74","Otoczenie - AK74"
STR_CFG_SFX_CA_M16,"OkolÌ - M16","Otoczenie - M16"
STR_CFG_SFX_CA_EXPL1,"OkolÌ - Exploze 1","Otoczenie - Wybuch 1"
STR_CFG_SFX_HEDGESPARROW,"PÏnice","WrÛbel"
STR_CFG_SFX_SKYLARK,"Sk¯ivan polnÌ","Skowronek polny"
STR_CFG_SFX_FORESTLARK,"Sk¯ivan lesnÌ","Skowronek leúny"
STR_CFG_SFX_NIGHTINGALE,"SlavÌk","S≥owik"
STR_CFG_SFX_JAY,"Sojka","SÛjka"
STR_CFG_SFX_OWL,"Sova","Sowa"
STR_CFG_SFX_CROW2,"Vr·na","Wrona"
STR_CFG_SFX_FROG2,"é·ba","Øaba"
STR_CFG_SFX_SEAGULL,"Albatros","Mewa"
STR_CFG_ENVSOUNDS_DEFAULT,"StandardnÌ","Domyúlny"
STR_CFG_ENVSOUNDS_COMBAT,"Zvuk bitvy","Odg≥osy walki 1"
STR_CFG_MUSIC_7TH_DECIDE,"7th - Decide","7th - Decide"
STR_CFG_MUSIC_7TH_IAMGONAFLY,"7th - I am Gonna Fly","7th - I am Gonna Fly"
STR_CFG_MUSIC_7TH_LIFELESS,"7th - Lifeless","7th - Lifeless"
STR_CFG_MUSIC_7TH_OVERDOSE,"7th - Overdose","7th - Overdose"
STR_CFG_MUSIC_TRACK1,"Stopa 1 - Main Theme","åcieøka 1 - Main Theme"
STR_CFG_MUSIC_TRACK2,"Stopa 2 - Walk","åcieøka 2 - Walk"
STR_CFG_MUSIC_TRACK3,"Stopa 3 - Slow Blades","åcieøka 3 - Slow Blades"
STR_CFG_MUSIC_TRACK4,"Stopa 3 - Slow Blades","åcieøka 4 - The Fallen"
STR_CFG_MUSIC_TRACK5,"Stopa 5 - Secret","åcieøka 5 - Secret"
STR_CFG_MUSIC_TRACK6,"Stopa 6 - Dark Side","åcieøka 6 - Dark Side"
STR_CFG_MUSIC_TRACK7,"Stopa 7 - Heroes","åcieøka 7 - Heroes"
STR_CFG_MUSIC_TRACK8,"Stopa 8 - Ocean","åcieøka 8 - Ocean"
STR_CFG_MUSIC_TRACK9,"Stopa 9 - Decisions","åcieøka 9 - Decisions"
STR_CFG_MUSIC_TRACK10,"Stopa 10 - March Hell","åcieøka 10 - March Hell"
STR_CFG_MUSIC_TRACK11,"Stopa 11 - Hunt","åcieøka 11 - Hunt"
STR_CFG_MUSIC_TRACK12,"Stopa 12 - Casaulties Of War","åcieøka 12 - Casualties Of War"
STR_CFG_MUSIC_TRACK13,"Stopa 13 - Suppression","åcieøka 13 - Suppression"
STR_CFG_MUSIC_TRACK14,"Stopa 14 - Soviet Theme","åcieøka 14 - Soviet Theme"
STR_CFG_MUSIC_TRACK15,"Stopa 15 - Armor","åcieøka 15 - Armor"
STR_CFG_MUSIC_TRACK16,"Stopa 16 - Amen","åcieøka 16 - Amen"
STR_CFG_MUSIC_FROST,"Organ Works","Organ Works"
STR_CFG_SOUNDS_RUS1,"Rusky - AmeriËtÌ Ô·blovÈ","Russian - American evils"
STR_CFG_SOUNDS_RUS2,"Rusky - PryË, vöichni pryË","Russian - Run away, all, run away"
STR_CFG_SOUNDS_RUS3,"Rusky - œ·belötÌ psi","Russian - Devil's dogs"
STR_CFG_SOUNDS_RUS4,"Rusky - Do prdele","Russian - Damn"
STR_CFG_SOUNDS_RUS5,"Rusky - Do prdele","Russian - Damn"
STR_CFG_SOUNDS_RUS6,"Rusky - Hej ty, co tam dÏl·ö?","Russian - Hey you. What are you doing there?"
STR_CFG_SOUNDS_RUS7,"Rusky - Vzd·v·m se","Russian - I surrender"
STR_CFG_SOUNDS_RUS8,"Rusky - Mami...","Russian - Mama..."
STR_CFG_SOUNDS_RUS9,"Rusky - Nest¯Ìlejte, nem·me zbranÏ","Russian - Don't shoot. We're unarmed."
STR_CFG_SOUNDS_RUS10,"Rusky - Pal!","Russian - Fire"
STR_CFG_SOUNDS_RUS11,"Rusky - Nest¯Ìlet","Russian - Cease fire"
STR_CFG_SOUNDS_RUS12,"Rusky - Vystupte","Russian - Get out"
STR_CFG_SOUNDS_RUS13,"Rusky - Pomoc","Russian - Help"
STR_CFG_SOUNDS_RUS14,"Rusky - Ani hnout!","Russian - Freeze"
STR_CFG_SOUNDS_RUS15,"Rusky - Alarm","Russian - Alarm"
STR_CFG_SOUNDS_RUS16,"Rusky - Vodka!","Russian - Vodka!"
STR_CFG_SOUNDS_RUS17,"Rusky - Vodka?","Russian - Vodka?"
STR_CFG_SOUNDS_RUS18,"Rusky - Kup¯edu","Russian - Forward"
STR_CFG_SOUNDS_RUS19,"Rusky - Sector vyËiötÏn","Russian - Sector clear"
STR_CFG_SOUNDS_RUS20,"Rusky - Bastardi!","Russian - Die, bastard"
STR_CFG_SOUNDS_ENG1,"Anglicky - Bastards 1","Bastards 1"
STR_CFG_SOUNDS_ENG2,"Anglicky - Bastards 2","Bastards 2"
STR_CFG_SOUNDS_ENG3,"Anglicky - Bastards 3","Bastards 3"
STR_CFG_SOUNDS_ENG4,"Anglicky - Commie 1","Commie 1"
STR_CFG_SOUNDS_ENG5,"Anglicky - Commie 2","Commie 2"
STR_CFG_SOUNDS_ENG6,"Anglicky - Cover me 1","Cover me 1"
STR_CFG_SOUNDS_ENG7,"Anglicky - Cover me 2","Cover me 2"
STR_CFG_SOUNDS_ENG8,"Anglicky - Die 1","Die 1"
STR_CFG_SOUNDS_ENG9,"Anglicky - Die 2","Die 2"
STR_CFG_SOUNDS_ENG10,"Anglicky - Die 3","Die 3"
STR_CFG_SOUNDS_ENG11,"Anglicky - Don't shoot we're unarmed","Don't shoot we're unarmed"
STR_CFG_SOUNDS_ENG12,"Anglicky - Enemy spotted, open fire!","Enemy spotted, open fire!"
STR_CFG_SOUNDS_ENG13,"Anglicky - Everyone out 1","Everyone out 1"
STR_CFG_SOUNDS_ENG14,"Anglicky - Everyone out 2","Everyone out 2"
STR_CFG_SOUNDS_ENG15,"Anglicky - Forward","Forward"
STR_CFG_SOUNDS_ENG16,"Anglicky - Get out of here 1","Get out of here 1"
STR_CFG_SOUNDS_ENG17,"Anglicky - Get out of here 2","Get out of here 2"
STR_CFG_SOUNDS_ENG18,"Anglicky - Get to your positions 1","Get to your positions 1"
STR_CFG_SOUNDS_ENG19,"Anglicky - Get to your positions 2","Get to your positions 2"
STR_CFG_SOUNDS_ENG20,"Anglicky - Go, go, go 1","Go, go, go 1"
STR_CFG_SOUNDS_ENG21,"Anglicky - Go, go, go 2","Go, go, go 2"
STR_CFG_SOUNDS_ENG22,"Anglicky - Help 1","Help 1"
STR_CFG_SOUNDS_ENG23,"Anglicky - Help 2","Help 2"
STR_CFG_SOUNDS_ENG24,"Anglicky - Hey, what are you doing there? 1","Hey, what are you doing there? 1"
STR_CFG_SOUNDS_ENG25,"Anglicky - Hey, what are you doing there? 2","Hey, what are you doing there? 2"
STR_CFG_SOUNDS_ENG26,"Anglicky - Hey, what are you doing there? 3","Hey, what are you doing there? 3"
STR_CFG_SOUNDS_ENG27,"Anglicky - Let them have it 1","Let them have it 1"
STR_CFG_SOUNDS_ENG28,"Anglicky - Let them have it 2","Let them have it 2"
STR_CFG_SOUNDS_ENG29,"Anglicky - Look out 1","Look out 1"
STR_CFG_SOUNDS_ENG30,"Anglicky - Look out 2","Look out 2"
STR_CFG_SOUNDS_ENG31,"Anglicky - Look out 3","Look out 3"
STR_CFG_SOUNDS_ENG32,"Anglicky - Medic, I am hit 1","Medic, I am hit 1"
STR_CFG_SOUNDS_ENG33,"Anglicky - Medic, I am hit 2","Medic, I am hit 2"
STR_CFG_SOUNDS_ENG34,"Anglicky - Medic, I am hit 3","Medic, I am hit 3"
STR_CFG_SOUNDS_ENG35,"Anglicky - Sector clear, take it easy 1","Sector clear, take it easy 1"
STR_CFG_SOUNDS_ENG36,"Anglicky - Sector clear, take it easy 2","Sector clear, take it easy 2"
STR_CFG_SOUNDS_ENG37,"Anglicky - Stay sharp, they're all around us","Stay sharp, they're all around us"
STR_CFG_SOUNDS_ENG38,"Anglicky - We surrender","We surrender"
STR_CFG_SOUNDS_ENG39,"Anglicky - We're under attack. Return fire!","We're under attack. Return fire!"
STR_CFG_SOUNDS_ENG40,"Anglicky - Who's there 1","Who's there 1"
STR_CFG_SOUNDS_ENG41,"Anglicky - Who's there 2","Who's there 2"
STR_CFG_SOUNDS_ALARM,"Anglicky - Play alarm","ZagraÊ alarm"
STR_CFG_SOUNDS_EXPLOSION1,"Mal· exploze","Ma≥a eksplozja"
STR_CFG_SOUNDS_EXPLOSION2,"Velk· exploze ","Duøa eksplozja"
STR_CFG_SOUNDS_FOUNTAIN,"Font·na","Fontanna"
STR_CFG_SOUNDS_FIRE,"OheÚ","OgieÒ"
STR_CFG_TITLES_SPHERE,"Koule","Kula"
STR_CFG_TITLES_BISLOGO,"Bohemia Interactive","Bohemia Interactive"
STR_CFG_TITLES_TVSET,"Televize","Telewizor"
STR_CFG_CUTSCENES_REFUEL,"DoplÚov·nÌ paliva","Tankowanie"
STR_CFG_CUTSCENES_REARM,"DopÚov·nÌ munice","Dozbrajanie"
STR_CFG_CUTSCENES_REPAIR,"Opravov·nÌ","Naprawianie"
STR_CFG_CUTSCENES_HEALING,"Oöet¯ov·nÌ","Leczenie"
STR_CFG_CUTSCENES_TAKEWEAPON,"ZvednutÌ zbranÏ","Branie broni"
STR_CFG_CUTSCENES_TAKEMAGAZINE,"DopÚov·nÌ munice","Branie amunicji"
STR_CFG_CAMEFFECTS_TERMINATE,"UkonËovacÌ","UkoÒczenie"
STR_CFG_CAMEFFECTS_INTERNAL,"InternÌ","WewnÍtrzny"
STR_CFG_CAMEFFECTS_ZOOMIN,"Zoom In","Przybliøanie"
STR_CFG_CAMEFFECTS_ZOOMINSLOW,"PomalÈ p¯iblÌûenÌ","Przybliøanie powoli"
STR_CFG_CAMEFFECTS_AROUND,"Dokola","Dooko≥a"
STR_CFG_CAMEFFECTS_AROUNDSLOW,"Dokola pomalu","Dooko≥a powoli"
STR_CFG_CAMEFFECTS_ZOOMAROUND,"Zoom & Okolo","Przybliøenie i dooko≥a"
STR_CFG_CAMEFFECTS_AROUNDZOOMSLOW,"Okolo & Zoom Pomalu","Przybliøanie i dooko≥a powoli"
STR_CFG_CAMEFFECTS_ZOOMINS,"Pomalu p¯iblÌûit","Przybliøanie powoli"
STR_CFG_CAMEFFECTS_FIXED,"Statick·","Nieruchome"
STR_CFG_CAMEFFECTS_FIXEDZOOM,"Statick· (Zoom)","Nieruchome (zbliøenie)"
STR_CFG_CAMEFFECTS_EXTERNAL,"ExternÌ","ZewnÍtrzny"
STR_CFG_MARKERS_FLAG,"CÌl","Cel "
STR_CFG_MARKERS_FLAG1,"Vlajka","Flaga"
STR_CFG_MARKERS_DOT,"Bod","Punkt"
STR_CFG_MARKERS_DESTROY,"ZniËit","ZniszczyÊ"
STR_CFG_MARKERS_START,"Start","Start"
STR_CFG_MARKERS_END,"Konec","Koniec"
STR_CFG_MARKERS_WARNING,"Varov·nÌ","Ostrzeøenie"
STR_CFG_MARKERS_JOIN,"P¯ipojit","Do≥πczyÊ"
STR_CFG_MARKERS_PICKUP,"Vyzvednout","PodnieúÊ"
STR_CFG_MARKERS_UNKNOWN,"Nezn·m˝","Nieznany"
STR_CFG_MARKERS_MARKER,"ZnaËka","Znak"
STR_CFG_MARKERS_ARROW,"äipka","Strza≥ka"
STR_CFG_MARKERS_EMPTY,"Pr·zdn˝","Pusty"
STR_CFG_MARKERCOL_DEFAULT,"P˘vodnÌ","Domyúlny"
STR_CFG_MARKERCOL_BLACK,"»ern·","Czarna"
STR_CFG_MARKERCOL_RED,"»erven·","Czerwona"
STR_CFG_MARKERCOL_REDALPHA,"»erven· pr˘hledn·","Czerwona przezroczysta"
STR_CFG_MARKERCOL_GREEN,"Zelen·","Zielony"
STR_CFG_MARKERCOL_GREENALPHA,"Zelen· pr˘hledn·","Zielona przezroczysta"
STR_CFG_MARKERCOL_BLUE,"Modr·","Niebieski"
STR_CFG_MARKERCOL_YELLOW,"élut·","ØÛ≥ty"
STR_CFG_MARKERCOL_WHITE,"BÌl·","Bia≥y"
STR_CFG_MARKERBR_SOLID,"Pln·","Masywna"
STR_CFG_MARKERBR_HORIZONTAL,"VodorovnÏ","Pozioma"
STR_CFG_MARKERBR_VERTICAL,"Svisle","Pionowa"
STR_CFG_MARKERBR_GRID,"K¯Ìûem","Siatka"
STR_CFG_MARKERBR_FDIAGONAL,"Dop¯edu öikmo","Do przodu na ukos"
STR_CFG_MARKERBR_BDIAGONAL,"Dozadu öikmo","Do ty≥u na ukos"
STR_CFG_MARKERBR_DIAGGRID,"äikmo k¯Ìûem","Siatka ukoúna"
STR_CFG_MARKERBR_CROSS,"K¯Ìûky","Krzyø"
STR_CFG_GRPNAMES_ALPHA,"Alfa","Alpha"
STR_CFG_GRPNAMES_BRAVO,"Bravo","Bravo"
STR_CFG_GRPNAMES_CHARLIE,"Charlie","Charlie"
STR_CFG_GRPNAMES_DELTA,"Delta","Delta"
STR_CFG_GRPNAMES_ECHO,"Echo","Echo"
STR_CFG_GRPNAMES_FOXTROT,"Foxtrot","Foxtrot"
STR_CFG_GRPNAMES_GOLF,"Golf","Golf"
STR_CFG_GRPNAMES_HOTEL,"Hotel","Hotel"
STR_CFG_GRPNAMES_NOVEMBER,"Nom·d","November"
STR_CFG_GRPNAMES_KILO,"Kilo","Kilo"
STR_CFG_GRPNAMES_YANKEE,"Yankee","Yankee"
STR_CFG_GRPNAMES_ZULU,"Zulu","Zulu"
STR_CFG_GRPNAMES_BUFFALO,"Buffalo","Buffalo"
STR_CFG_GRPNAMES_SIX,"äest","SzeúÊ"
STR_CFG_GRPNAMES_TWO,"Dvojka","Dwa"
STR_CFG_GRPNAMES_THREE,"Trojka","Trzy"
STR_CFG_GRPNAMES_GUARDIAN,"Ochr·nce","Guardian"
STR_CFG_GRPNAMES_CONVOY,"Konvoj","KonwÛj"

STR_CFG_GRPCOL_BLACK,"»ern·","Czarna"
STR_CFG_GRPCOL_RED,"»erven·","Czerwona"
STR_CFG_GRPCOL_GREEN,"Zelen·","Zielona"
STR_CFG_GRPCOL_BLUE,"Modr·","Niebieska"
STR_CFG_GRPCOL_YELLOW,"élut·","ØÛ≥ta"
STR_CFG_GRPCOL_ORANGE,"Oranûov·","PomaraÒczowa"
STR_CFG_GRPCOL_PINK,"R˘ûov·","RÛøowa"
STR_CFG_GRP_ARMORED,"ObrnÏn· tech.","Opancerzona"
STR_CFG_GRP_INFANTRY,"PÏchota","Piechota"
STR_CFG_GRP_M1PLATOON,"Rota M1Abrams","Pluton czo≥gÛw M1Abrams"
STR_CFG_GRP_M60PLATOON,"Rota M60A2","Pluton czo≥gÛw M60A2"
STR_CFG_GRP_T80PLATOON,"Rota T80","Pluton czo≥gÛw T80"
